name,line
Mob D," Crap, I'm gonna piss my pants."
Mob E, My feet hurt.
Mob G, That shopworker is so cool.
Mob F, I wonder if there's a million dalc lying around somewhere.
Mob M," Oh, I forgot to pay my rent."
Mob H," Man, he's late."
Mob I," Honestly, this child..."
Mob J, What am I going to do? I failed my test again.
Mob K, That bastard. I'm gonna m*rder him.
Mob L, Maybe I'll say hi...
Loid," Hey, this again?"
Thief," Man, that old crone was loaded."
Anya, Papa!
Loid," Whoa, what?"
Anya, I wanna eat cake!
Loid, What?!
Loid, We just left the restaurant...
Loid, He's...
Loid," He changed his clothes, but it's not so easy to change the way you walk."
Loid, Don't think you'll get away from me.
Yor, Loid!
Anya, Mama's here.
Loid," Yor, look after Anya for me."
Thief, I'll be able to have plenty of fun for a while with this much.
Thief," First, I'm gonna treat myself to the finest meal and—"
Loid, A filthy swine like you deserves nothing more than the foulest meal.
Mob N, What's going on?
Mob O, A guy just dropped from the sky.
Loid, A spy must not bring attention to himself.
Mob P, Did he fall?
Loid," Pardon me. This fellow is a purse snatcher, so please call the police and hand him over."
Mob P, A purse snatcher?
Old woman, Thank you for escorting me all the way here.
Old woman, I had money to get my grandchild a gift in my purse.
Old woman, Thank you so much. You were a big help.
Yor," Oh, actually..."
Yor," The one who got it back was my, um, husband."
Loid," No, if you weren't there, Yor, I wouldn't have even gone after him."
Old woman, Thank you so much. What a fine gentleman you are.
Loid," Er, again..."
flashback Chief," Hero who casts no shadow,"
flashback Chief, the great deeds you and your fellow agents do shall never see the light of day.
Old woman, Thank you.
Loid, I guess... receiving thanks every once in a while wouldn't hurt.
Anya, Papa is a softie.
Loid," Thank you, Yor."
Loid, Today was a nice change of pace.
Loid, Now I'll be able to work hard again.
Anya, Papa and Mama are flirting.
Loid and Yor, We are not!
Anya," Does Anya get a thank you, too?"
Loid, Well... I guess we did find the thief because you were hungry again.
Loid, Good girl.
Old woman," My, what a lovely family you are."
Old woman," Here's some candy for you, dear."
Anya, Candy!
Loid," Make sure you say, ""Thank you."""
Anya, The ooting is over!
Loid, What a long day.
Anya, Mama!
Anya," I want some hot cocoa, please!"
Yor, As you wish.
Loid," Hey, more importantly, we need to retry this mock interview."
Loid," So, Miss Anya, how do you spend your days off?"
Anya," We go to the opera, the museum, and eat at restaurants."
Loid, Yes! Exactly!
Loid," If you're asked this question, make sure you talk about today."
Loid," Okay, next question."
Loid, You've seen your friend do something naughty.
Loid, What will you do?
Anya," I'd jump on top of them, b*at them up, and make them eat the foulest meal!"
Loid," Hmm... Pretend you never saw that, okay?"
Loid," Yup, this is hopeless. I'm done."
Anya," Papa, you were so cool!"
Yor," Yes, he was."
Anya, Ka-bam!
Anya, It's the foulest meal for you!
Anya, Hot cocoa is the best.
flashback Old woman," My, what a lovely family you are."
Loid, I guess if she saw us that way...
Loid, About one percent of my preparations are complete.
Loid, The time has come.
Loid, Let us check our personal effects.
Yor," All clear, sir."
Loid," And now, our appearances."
Yor," All clear, sir."
Loid, And a final check of our verbal etiquette.
Anya," All set, please. Will do my best, please."
Loid," I feel nothing but anxiety about this,"
Loid, but we've done everything we could.
Loid," Now, onward..."
Loid, To Eden College's interview!
Yor, It's so big!
Loid," Well, it is one of this country's top schools."
Yor, And there are so many examinees...
Loid, They're all our rivals.
Loid," Anya, are you going to be okay in this crowd?"
Anya," I'll be okay, please."
Loid," Let us go, then."
Loid, This feeling...
Loid, There's no doubt about it.
Loid, I've experienced this many times.
Loid, Someone is watching us. Could it be...
Loid, Is there an enemy hidden in this crowd?
Anya, An enemy?
Yor, I feel someone's gaze...
Loid," No, that's not it."
Loid, I'm not the only one being watched.
Loid, It's always an unpleasant feeling to be observed like this.
Loid, There.
Loid, Four in the overhead passage.
Loid, Four in the bell tower.
Loid, More in the buildings to the left and right.
Loid, I have information on most of the staff at this school.
Loid, Those... are the instructors.
Loid, They're observing every action that everyone is taking and scoring them
Loid, to see if they're worthy of this school.
Loid, Which means... the exam has already begun.
Loid, I need you two to be on your guard.
Loid, We're being watched by the examiners.
Yor, Huh?
Loid, We'll do this just as we practiced.
Instructor A," D-, fail."
Instructor B," A-, fail."
Instructor D," G-, pass."
Henderson," I must say, the examinees this year lack refinement."
Henderson, They all lack true elegance.
Teachers," Good morning, Housemaster."
Henderson, It displeases me to know their crude feet
Henderson, are trudging upon the blessed ground of our school.
Henderson, Elegance creates tradition.
Henderson, Elegance is what truly makes this world a paradise.
Henderson, Fail any family lacking elegance immediately.
Instructor B," Yes, sir."
Henderson, Hm?
Henderson, Oho...
Henderson, It appears that not all hope has been lost.
Henderson, They are paying their respects to the statue of our founder?!
Loid," I, Twilight, am a man of a thousand faces."
Loid, Becoming exactly the person my target wants me to be is mere child's play.
Loid, Behold!
Yor," I haven't the slightest clue as to who this gentleman is,"
Yor, but everything should be fine as long as I do what Loid is doing.
Anya, Baldy head!
Henderson, S-So elegant!
Henderson, How very elegant!
Henderson, Who is that family?
Instructor D," K-. They are the Forgers, sir."
Instructor D, Their daughter Anya just barely passed the written exam with a score of .
Henderson, Absolutely not elegant! And such awful penmanship!
Henderson, So the father has remarried?
Instructor B, Might they be an impromptu family for admission purposes?
Henderson, I am not certain. We must investigate.
Henderson, We must ascertain whether or not they have true elegance.
Instructor E, We'll confirm your admission numbers here.
Instructor F, G-. Please go to Hall .
Instructor F," Ah, A-. Please enter Hall ."
Loid, I see they're wasting no time with the screening.
Instructor F, K-. Please head to Hall .
Loid, We're still being observed. Don't let your guard down.
Yor, It's so nerve-racking being watched like this...
Anya, I need to pick my nose.
Loid, Absolutely not.
Boy," Oh, no!"
Boy," I've accidentally fallen into the gutter, and I can't get out!"
Loid, Uh... That's too blatant if they're trying to test us.
Boy," Oh, no. Whatever shall I do?"
Loid," Perhaps they're thinking he might be a thr*at,"
Boy," Ah, I don't know what I should do."
Loid, but no one is trying to go near him.
Boy, Who knew there'd be a gutter here?
Loid," But if he is part of the test, we must deal with this accordingly."
Boy, I'm so shocked. I'm really stuck.
Anya," Papa! Mama! There is someone who needs our help, please!"
Anya, Let us save him!
Loid," Are you all right, lad?"
Boy," Oh, no! I've slipped and I cannot get up!"
Boy Internal, This is all for merits... More merits!
Henderson, Precisely.
Henderson, You're heading to an interview. You wouldn't dare sully your clothes with sewage.
Henderson," Now, how will you elegantly get through—"
Loid, Are you hurt?
Anya," Use my hanky, please."
Loid," Make sure you go to the infirmary, just in case."
Henderson," Clearly, I expected too much."
Henderson," In the end, they were just some commoners from the countryside."
Henderson, Do not think for a second that you can
Henderson, set foot in our house of learning wearing soiled clothes.
Henderson, Throw K- out immediately.
Boy," Oh, no... These people are going to fail because of me."
Boy," Um, I'm so sorr—"
Yor," Thank goodness we anticipated this,"
Yor, and prepared a change of clothes just in case!
Henderson, Who in the world would ever anticipate that?!
Yor," Besides, your grey suit seems to fit the attire at this school more."
Loid," If I had continued wearing my previous suit,"
Loid, we would've been mistaken for commoners from the countryside.
Loid," Thank you for giving us the opportunity to change, lad."
Henderson," On top of everything else, they even thanked the boy!"
Henderson," Brilliant... So smart, and elegant!"
Henderson," Curse you and your cunning, Loid Forger."
Instructor B," Housemaster, we are supposed to be testing the child."
Henderson, Silence!
Henderson, Children learn from their parents' example!
Henderson, Yes. The parents of a child who scores points must also be only worth points!
Henderson, I'll make you reveal your true identity yet!
Man," Oh, no!"
Man, The animals have escaped the farmhouse!
Loid," You're really going this far, Eden College?!"
Mob ," Hey, don't push me!"
Mob ," Just go, you moron!"
Mob ," Mommy! Mommy, Mommy!"
Mob , Shut up!
Loid, Are they trying to see if we reveal our true selves in an emergency?
Loid, We'll be playing right into the examiners' hands if we panic.
Loid, Do not break Formation D.
Loid, We will show these animals nothing but benevolence!
Henderson, Hey.
Henderson, Who told you to go that far?
Instructor D, Wait...
Instructor D," It wasn't you, Housemaster?"
Henderson, Impossible! Is this...
Henderson, an actual accident?!
Henderson, There are some very important people among the examinees!
Henderson, Go stop this mess before they're hurt!
Vice Minister, I'm the Vice Minister of the Ministry of Finance!
Banker, Hell if I care! I'm the CEO of the Central Bank!
Child A, Wait! Father!
Vice Minister," Well done, you!"
Loid, Are you all right?
Yor, Loid!
Yor, It's happening to Miss Anya again.
Loid, The mass panic must've hit her.
Loid, The test is the last thing I need to worry about now.
Loid, That must be the leader of this herd.
Loid, That's the one I need to s but I'll have to use my g*n—
Loid, No...
Yor, Please look after Miss Anya for a moment.
Loid, Yor?
Yor, I-It's not what you think!
Yor, I once learned about pressure points that can stop one's movements in a yoga class!
Yor," I-I figured they might work on cows, too!"
Yor, Please don't look at me like that!
Anya, Ms. Cow?
Anya, Is she scared?
Loid," That's dangerous, Anya!"
Anya," S'okay, please. Don't be scared."
Loid, What are you—
Anya, They're gonna go home now.
Loid, Apparently so.
Loid," Thankfully, no one was hurt."
Henderson, E-Ele...
Henderson, Ele-le... Ele-le-le-le...
Henderson, Elegance!
Instructor B, Housemaster?
Henderson, Forger!
Loid, He's...
Loid, one of the housemasters.
Loid, Is he in charge of this exam?
Henderson, Y-You helped us avoid a crisis. I thank you.
Henderson, And... you have bested me for today.
